Index,Location
19677,N 26° E 41° S 75° W 8°
19678,N 15° E 41° S 30° W 88°
19679,N 25° E 82° S 53° W 72°
19680,N 75° E 75° S 16° W 43°
19681,N 62° E 24° S 77° W 10°
19682,N 42° E 18° S 65° W 65°
19683,N 11° E 42° S 69° W 47°
19684,N 14° E 74° S 36° W 64°
19685,N 65° E 82° S 32° W 44°
19686,N 26° E 41° S 78° W 67°
19687,N 38° E 19° S 40° W 80°
19688,N 43° E 64° S 7° W 18°
19689,N 73° E 48° S 27° W 75°
19690,N 46° E 44° S 65° W 45°
19691,N 41° E 55° S 66° W 72°
19692,N 35° E 3° S 51° W 89°
19693,N 76° E 54° S 40° W 84°
19694,N 3° E 63° S 55° W 87°
19695,N 78° E 50° S 4° W 12°
19696,N 50° E 77° S 29° W 74°
19697,N 54° E 14° S 39° W 62°
19698,N 52° E 69° S 77° W 46°
19699,N 15° E 24° S 60° W 88°
19700,N 88° E 61° S 74° W 17°
19701,N 9° E 51° S 9° W 38°
19702,N 81° E 76° S 15° W 21°
19703,N 40° E 85° S 45° W 47°
19704,N 33° E 71° S 61° W 64°
19705,N 71° E 48° S 72° W 24°
19706,N 25° E 3° S 44° W 47°
19707,N 49° E 21° S 52° W 5°
19708,N 2° E 79° S 48° W 81°
19709,N 24° E 64° S 68° W 10°
19710,N 3° E 67° S 52° W 32°
19711,N 21° E 6° S 67° W 52°
19712,N 54° E 13° S 59° W 88°
19713,N 5° E 63° S 74° W 58°
19714,N 39° E 24° S 33° W 69°
19715,N 13° E 10° S 75° W 30°
19716,N 8° E 55° S 35° W 34°
19717,N 0° E 27° S 79° W 49°
19718,N 50° E 30° S 25° W 38°
19719,N 60° E 4° S 67° W 89°
19720,N 35° E 4° S 88° W 1°
19721,N 69° E 36° S 59° W 54°
19722,N 67° E 21° S 65° W 7°
19723,N 55° E 81° S 54° W 11°
19724,N 5° E 69° S 2° W 19°
19725,N 67° E 66° S 32° W 64°
19726,N 71° E 58° S 74° W 21°
19727,N 49° E 38° S 33° W 88°
19728,N 23° E 49° S 16° W 5°
19729,N 17° E 63° S 19° W 42°
19730,N 64° E 64° S 44° W 81°
19731,N 35° E 76° S 58° W 15°
19732,N 9° E 87° S 18° W 84°
19733,N 43° E 27° S 75° W 59°
19734,N 73° E 31° S 54° W 19°
19735,N 13° E 75° S 30° W 35°
19736,N 78° E 40° S 66° W 86°
19737,N 51° E 40° S 2° W 10°
19738,N 77° E 80° S 36° W 9°
19739,N 63° E 0° S 50° W 74°
19740,N 39° E 77° S 19° W 66°
19741,N 26° E 43° S 48° W 27°
19742,N 22° E 62° S 61° W 83°
19743,N 38° E 21° S 36° W 25°
19744,N 40° E 82° S 59° W 65°
19745,N 62° E 54° S 53° W 30°
19746,N 69° E 3° S 4° W 83°
19747,N 62° E 27° S 14° W 45°
19748,N 24° E 75° S 3° W 43°
19749,N 72° E 53° S 85° W 56°
19750,N 56° E 50° S 22° W 54°
19751,N 72° E 13° S 32° W 64°
19752,N 11° E 33° S 28° W 76°
19753,N 11° E 48° S 57° W 17°
19754,N 59° E 23° S 83° W 77°
19755,N 26° E 7° S 27° W 62°
19756,N 37° E 20° S 15° W 8°
19757,N 65° E 57° S 76° W 57°
19758,N 8° E 33° S 35° W 59°
19759,N 49° E 46° S 21° W 45°
19760,N 53° E 72° S 18° W 83°
19761,N 85° E 62° S 42° W 48°
19762,N 9° E 56° S 17° W 51°
19763,N 37° E 2° S 33° W 75°
19764,N 67° E 5° S 61° W 24°
19765,N 66° E 81° S 48° W 69°
19766,N 32° E 28° S 68° W 16°
19767,N 62° E 22° S 5° W 79°
19768,N 53° E 66° S 37° W 76°
19769,N 49° E 78° S 17° W 77°
19770,N 36° E 88° S 32° W 43°
19771,N 61° E 86° S 79° W 72°
19772,N 7° E 77° S 3° W 2°
19773,N 89° E 6° S 12° W 58°
19774,N 8° E 7° S 27° W 89°
19775,N 20° E 25° S 69° W 41°
19776,N 46° E 69° S 65° W 20°
19777,N 33° E 3° S 27° W 52°
19778,N 2° E 69° S 28° W 73°
19779,N 64° E 57° S 66° W 17°
19780,N 20° E 17° S 16° W 13°
19781,N 60° E 51° S 2° W 83°
19782,N 73° E 71° S 29° W 20°
19783,N 14° E 8° S 49° W 51°
19784,N 10° E 67° S 72° W 77°
19785,N 63° E 50° S 50° W 42°
19786,N 35° E 87° S 63° W 66°
19787,N 83° E 72° S 53° W 44°
19788,N 12° E 17° S 51° W 9°
19789,N 3° E 32° S 88° W 22°
19790,N 56° E 56° S 41° W 67°
19791,N 20° E 80° S 53° W 47°
19792,N 19° E 35° S 51° W 21°
19793,N 44° E 50° S 26° W 7°
19794,N 32° E 50° S 15° W 23°
19795,N 51° E 28° S 33° W 79°
19796,N 47° E 11° S 19° W 28°
19797,N 8° E 81° S 21° W 19°
19798,N 85° E 34° S 21° W 79°
19799,N 86° E 67° S 40° W 43°
19800,N 63° E 27° S 27° W 80°
19801,N 51° E 19° S 79° W 79°
19802,N 28° E 60° S 75° W 8°
19803,N 40° E 50° S 83° W 57°
19804,N 9° E 48° S 42° W 68°
19805,N 14° E 2° S 88° W 25°
19806,N 77° E 20° S 71° W 37°
19807,N 86° E 37° S 18° W 38°
19808,N 48° E 22° S 45° W 22°
19809,N 68° E 40° S 1° W 79°
19810,N 55° E 73° S 52° W 12°
19811,N 71° E 36° S 36° W 4°
19812,N 24° E 32° S 65° W 66°
19813,N 30° E 4° S 22° W 46°
19814,N 88° E 11° S 29° W 15°
19815,N 18° E 29° S 71° W 39°
19816,N 62° E 81° S 62° W 69°
19817,N 41° E 62° S 59° W 36°
19818,N 89° E 69° S 23° W 51°
19819,N 88° E 7° S 82° W 75°
19820,N 58° E 7° S 78° W 49°
19821,N 3° E 0° S 82° W 56°
19822,N 72° E 69° S 76° W 78°
19823,N 26° E 33° S 50° W 18°
19824,N 2° E 3° S 41° W 87°
19825,N 68° E 21° S 23° W 28°
19826,N 16° E 10° S 54° W 85°
19827,N 37° E 53° S 68° W 8°
19828,N 31° E 47° S 83° W 80°
19829,N 1° E 74° S 82° W 28°
19830,N 59° E 66° S 64° W 50°
19831,N 27° E 7° S 81° W 16°
19832,N 75° E 9° S 15° W 52°
19833,N 78° E 32° S 72° W 46°
19834,N 32° E 7° S 82° W 36°
19835,N 75° E 65° S 6° W 33°
19836,N 9° E 87° S 13° W 40°
19837,N 1° E 56° S 7° W 82°
19838,N 32° E 89° S 40° W 51°
19839,N 39° E 6° S 15° W 28°
19840,N 45° E 44° S 72° W 7°
19841,N 0° E 32° S 4° W 52°
19842,N 84° E 71° S 87° W 77°
19843,N 71° E 58° S 82° W 32°
19844,N 57° E 12° S 76° W 22°
19845,N 2° E 0° S 50° W 32°
19846,N 12° E 69° S 76° W 5°
19847,N 26° E 55° S 44° W 19°
19848,N 29° E 71° S 3° W 21°
19849,N 15° E 59° S 84° W 71°
19850,N 43° E 14° S 35° W 78°
19851,N 83° E 31° S 37° W 10°
19852,N 78° E 20° S 47° W 51°
19853,N 43° E 19° S 0° W 58°
19854,N 61° E 67° S 54° W 54°
19855,N 0° E 54° S 80° W 55°
19856,N 17° E 57° S 55° W 61°
19857,N 71° E 4° S 88° W 8°
19858,N 45° E 4° S 49° W 85°
19859,N 17° E 81° S 89° W 89°
19860,N 31° E 30° S 15° W 64°
19861,N 57° E 64° S 56° W 85°
19862,N 42° E 46° S 0° W 26°
19863,N 9° E 19° S 10° W 33°
19864,N 83° E 26° S 87° W 9°
19865,N 36° E 60° S 47° W 18°
19866,N 44° E 56° S 35° W 64°
19867,N 7° E 53° S 0° W 84°
19868,N 89° E 51° S 37° W 1°
19869,N 47° E 15° S 23° W 0°
19870,N 37° E 77° S 73° W 70°
19871,N 75° E 19° S 27° W 15°
19872,N 25° E 21° S 64° W 71°
19873,N 54° E 77° S 75° W 83°
19874,N 53° E 1° S 80° W 25°
19875,N 77° E 11° S 85° W 66°
19876,N 66° E 42° S 77° W 82°
19877,N 77° E 77° S 22° W 38°
19878,N 58° E 81° S 24° W 23°
19879,N 41° E 38° S 60° W 71°
19880,N 4° E 65° S 24° W 14°
19881,N 41° E 53° S 36° W 69°
19882,N 87° E 68° S 57° W 9°
19883,N 28° E 59° S 55° W 39°
19884,N 88° E 9° S 50° W 12°
19885,N 2° E 46° S 22° W 65°
19886,N 9° E 62° S 4° W 81°
19887,N 66° E 61° S 26° W 56°
19888,N 55° E 9° S 55° W 26°
19889,N 75° E 31° S 15° W 10°
19890,N 11° E 41° S 49° W 63°
19891,N 70° E 2° S 34° W 15°
19892,N 43° E 53° S 78° W 51°
19893,N 12° E 72° S 75° W 81°
19894,N 88° E 42° S 64° W 13°
19895,N 80° E 51° S 24° W 54°
19896,N 75° E 58° S 43° W 71°
19897,N 77° E 22° S 69° W 29°
19898,N 62° E 27° S 1° W 77°
19899,N 4° E 26° S 34° W 78°
19900,N 3° E 80° S 58° W 56°
19901,N 28° E 34° S 51° W 45°
19902,N 52° E 61° S 64° W 9°
19903,N 86° E 59° S 70° W 46°
19904,N 60° E 34° S 59° W 24°
19905,N 29° E 75° S 16° W 31°
19906,N 19° E 4° S 60° W 69°
19907,N 86° E 72° S 42° W 41°
19908,N 89° E 5° S 61° W 36°
19909,N 82° E 22° S 1° W 4°
19910,N 23° E 72° S 68° W 76°
19911,N 67° E 4° S 40° W 73°
19912,N 35° E 30° S 88° W 55°
19913,N 33° E 68° S 12° W 5°
19914,N 15° E 84° S 32° W 21°
19915,N 23° E 86° S 27° W 69°
19916,N 78° E 22° S 36° W 47°
19917,N 10° E 53° S 76° W 49°
19918,N 19° E 60° S 77° W 76°
19919,N 20° E 51° S 55° W 31°
19920,N 61° E 64° S 74° W 21°
19921,N 30° E 21° S 56° W 79°
19922,N 4° E 44° S 44° W 66°
19923,N 13° E 60° S 28° W 77°
19924,N 15° E 28° S 10° W 8°
19925,N 79° E 61° S 46° W 16°
19926,N 86° E 84° S 30° W 6°
19927,N 71° E 8° S 82° W 14°
19928,N 23° E 52° S 13° W 52°
19929,N 41° E 54° S 16° W 19°
19930,N 50° E 0° S 8° W 24°
19931,N 42° E 0° S 44° W 25°
19932,N 84° E 5° S 43° W 22°
19933,N 49° E 66° S 31° W 21°
19934,N 32° E 81° S 57° W 72°
19935,N 78° E 64° S 71° W 81°
19936,N 73° E 65° S 88° W 61°
19937,N 57° E 35° S 33° W 78°
19938,N 61° E 89° S 63° W 29°
19939,N 7° E 51° S 34° W 87°
19940,N 72° E 72° S 37° W 67°
19941,N 70° E 57° S 32° W 42°
19942,N 61° E 63° S 14° W 15°
19943,N 9° E 33° S 73° W 57°
19944,N 1° E 50° S 31° W 85°
19945,N 88° E 60° S 61° W 77°
19946,N 31° E 77° S 71° W 87°
19947,N 9° E 67° S 58° W 19°
19948,N 84° E 22° S 87° W 86°
19949,N 49° E 39° S 19° W 51°
19950,N 27° E 48° S 87° W 35°
19951,N 63° E 43° S 48° W 6°
19952,N 89° E 11° S 27° W 67°
19953,N 17° E 65° S 12° W 66°
19954,N 7° E 3° S 62° W 66°
19955,N 51° E 77° S 54° W 57°
19956,N 78° E 66° S 20° W 17°
19957,N 7° E 35° S 85° W 56°
19958,N 81° E 77° S 35° W 70°
19959,N 37° E 23° S 63° W 59°
19960,N 6° E 32° S 37° W 23°
19961,N 53° E 31° S 11° W 80°
19962,N 58° E 63° S 84° W 43°
19963,N 37° E 13° S 20° W 42°
19964,N 68° E 22° S 17° W 81°
19965,N 9° E 77° S 18° W 27°
19966,N 48° E 13° S 2° W 17°
19967,N 19° E 42° S 1° W 15°
19968,N 77° E 59° S 18° W 59°
19969,N 28° E 54° S 26° W 47°
19970,N 12° E 8° S 81° W 43°
19971,N 80° E 15° S 35° W 10°
19972,N 22° E 40° S 42° W 26°
19973,N 38° E 88° S 73° W 24°
19974,N 75° E 4° S 45° W 85°
19975,N 89° E 11° S 11° W 56°
19976,N 21° E 68° S 21° W 15°
19977,N 14° E 73° S 57° W 75°
19978,N 51° E 26° S 87° W 59°
19979,N 87° E 18° S 12° W 18°
19980,N 25° E 25° S 63° W 59°
19981,N 25° E 84° S 45° W 80°
19982,N 1° E 81° S 28° W 76°
19983,N 59° E 19° S 63° W 33°
19984,N 56° E 11° S 8° W 86°
19985,N 72° E 5° S 7° W 13°
19986,N 85° E 87° S 20° W 8°
19987,N 19° E 15° S 34° W 70°
19988,N 82° E 14° S 82° W 34°
19989,N 42° E 52° S 14° W 43°
19990,N 39° E 55° S 38° W 69°
19991,N 84° E 79° S 82° W 8°
19992,N 2° E 41° S 45° W 84°
19993,N 18° E 67° S 3° W 33°
19994,N 86° E 12° S 69° W 37°
19995,N 72° E 6° S 76° W 63°
19996,N 82° E 59° S 4° W 54°
19997,N 60° E 16° S 48° W 41°
19998,N 54° E 31° S 88° W 27°
19999,N 67° E 26° S 87° W 48°
20000,N 9° E 18° S 37° W 25°
20001,N 51° E 81° S 46° W 63°
20002,N 17° E 83° S 8° W 38°
20003,N 48° E 8° S 11° W 2°
20004,N 19° E 66° S 47° W 72°
20005,N 64° E 65° S 44° W 13°
20006,N 74° E 7° S 35° W 48°
20007,N 84° E 29° S 37° W 70°
20008,N 32° E 60° S 19° W 25°
20009,N 25° E 0° S 11° W 81°
20010,N 59° E 55° S 78° W 1°
20011,N 8° E 16° S 4° W 7°
20012,N 1° E 81° S 59° W 52°
20013,N 76° E 1° S 80° W 4°
20014,N 85° E 50° S 21° W 42°
20015,N 1° E 47° S 66° W 48°
20016,N 4° E 5° S 48° W 16°
20017,N 19° E 26° S 35° W 83°
20018,N 48° E 15° S 61° W 64°
20019,N 11° E 80° S 42° W 26°
20020,N 54° E 5° S 6° W 7°
20021,N 17° E 41° S 9° W 12°
20022,N 78° E 6° S 25° W 22°
20023,N 43° E 21° S 35° W 31°
20024,N 40° E 46° S 15° W 22°
20025,N 88° E 67° S 73° W 10°
20026,N 49° E 88° S 74° W 56°
20027,N 31° E 51° S 67° W 57°
20028,N 37° E 9° S 66° W 69°
20029,N 87° E 26° S 39° W 30°
20030,N 14° E 27° S 63° W 57°
20031,N 85° E 19° S 70° W 33°
20032,N 51° E 23° S 79° W 30°
20033,N 71° E 49° S 60° W 67°
20034,N 53° E 68° S 63° W 60°
20035,N 58° E 35° S 19° W 65°
20036,N 23° E 59° S 17° W 36°
20037,N 74° E 37° S 89° W 8°
20038,N 45° E 50° S 23° W 47°
20039,N 41° E 17° S 44° W 53°
20040,N 24° E 83° S 5° W 49°
20041,N 51° E 51° S 84° W 42°
20042,N 7° E 46° S 41° W 37°
20043,N 52° E 34° S 64° W 66°
20044,N 9° E 73° S 10° W 68°
20045,N 8° E 76° S 33° W 65°
20046,N 13° E 49° S 15° W 30°
20047,N 30° E 43° S 77° W 60°
20048,N 84° E 13° S 77° W 74°
20049,N 45° E 27° S 19° W 43°
20050,N 2° E 27° S 40° W 72°
20051,N 16° E 71° S 6° W 70°
20052,N 79° E 52° S 72° W 27°
20053,N 75° E 37° S 88° W 42°
20054,N 74° E 89° S 2° W 34°
20055,N 51° E 74° S 27° W 52°
20056,N 78° E 38° S 18° W 83°
20057,N 61° E 36° S 28° W 57°
20058,N 87° E 70° S 85° W 88°
20059,N 54° E 36° S 44° W 33°
20060,N 39° E 74° S 38° W 21°
20061,N 22° E 78° S 46° W 41°
20062,N 13° E 29° S 25° W 34°
20063,N 37° E 20° S 22° W 86°
20064,N 73° E 19° S 29° W 77°
20065,N 17° E 61° S 83° W 24°
20066,N 74° E 15° S 20° W 84°
20067,N 30° E 52° S 53° W 45°
20068,N 69° E 62° S 53° W 7°
20069,N 74° E 37° S 87° W 78°
20070,N 24° E 71° S 27° W 1°
20071,N 18° E 16° S 49° W 75°
20072,N 57° E 85° S 43° W 22°
20073,N 19° E 37° S 52° W 7°
20074,N 28° E 87° S 37° W 56°
20075,N 34° E 13° S 67° W 80°
20076,N 20° E 30° S 36° W 74°
20077,N 46° E 59° S 26° W 27°
20078,N 63° E 15° S 76° W 25°
20079,N 41° E 23° S 63° W 83°
20080,N 18° E 65° S 86° W 81°
20081,N 29° E 4° S 33° W 5°
20082,N 66° E 37° S 56° W 34°
20083,N 66° E 63° S 28° W 71°
20084,N 60° E 68° S 24° W 70°
20085,N 26° E 20° S 65° W 23°
20086,N 89° E 29° S 87° W 45°
20087,N 61° E 25° S 79° W 48°
20088,N 50° E 83° S 22° W 82°
20089,N 41° E 17° S 58° W 5°
20090,N 71° E 80° S 10° W 77°
20091,N 37° E 33° S 50° W 0°
20092,N 73° E 74° S 75° W 44°
20093,N 64° E 27° S 83° W 13°
20094,N 11° E 27° S 13° W 10°
20095,N 9° E 68° S 57° W 4°
20096,N 66° E 51° S 23° W 2°
20097,N 47° E 53° S 24° W 39°
20098,N 72° E 75° S 17° W 29°
20099,N 9° E 24° S 61° W 65°
20100,N 4° E 72° S 52° W 39°
20101,N 12° E 58° S 60° W 35°
20102,N 33° E 76° S 31° W 86°
20103,N 12° E 33° S 60° W 38°
20104,N 63° E 66° S 28° W 4°
20105,N 31° E 7° S 77° W 15°
20106,N 71° E 87° S 78° W 53°
20107,N 86° E 39° S 83° W 23°
20108,N 72° E 20° S 32° W 42°
20109,N 89° E 48° S 85° W 71°
20110,N 54° E 21° S 35° W 17°
20111,N 58° E 37° S 79° W 64°
20112,N 36° E 18° S 81° W 19°
20113,N 53° E 16° S 86° W 30°
20114,N 77° E 50° S 16° W 45°
20115,N 52° E 3° S 83° W 22°
20116,N 15° E 18° S 15° W 47°
20117,N 14° E 11° S 47° W 8°
20118,N 54° E 81° S 83° W 16°
20119,N 38° E 40° S 16° W 37°
20120,N 32° E 13° S 30° W 86°
20121,N 24° E 45° S 15° W 13°
20122,N 13° E 70° S 86° W 30°
20123,N 22° E 54° S 33° W 20°
20124,N 4° E 33° S 54° W 37°
20125,N 31° E 9° S 71° W 86°
20126,N 32° E 73° S 85° W 86°
20127,N 1° E 43° S 57° W 52°
20128,N 24° E 51° S 3° W 21°
20129,N 62° E 59° S 17° W 47°
20130,N 42° E 82° S 76° W 70°
20131,N 89° E 43° S 75° W 66°
20132,N 77° E 11° S 80° W 8°
20133,N 20° E 29° S 10° W 68°
20134,N 18° E 63° S 70° W 34°
20135,N 53° E 6° S 74° W 2°
20136,N 17° E 51° S 18° W 11°
20137,N 41° E 18° S 71° W 37°
20138,N 59° E 14° S 80° W 62°
20139,N 18° E 17° S 20° W 43°
20140,N 46° E 50° S 1° W 50°
20141,N 15° E 53° S 40° W 9°
20142,N 39° E 89° S 62° W 20°
20143,N 72° E 35° S 20° W 60°
20144,N 32° E 7° S 29° W 72°
20145,N 72° E 31° S 71° W 43°
20146,N 61° E 51° S 15° W 63°
20147,N 13° E 81° S 38° W 78°
20148,N 52° E 21° S 77° W 76°
20149,N 86° E 12° S 66° W 20°
20150,N 29° E 56° S 43° W 22°
20151,N 56° E 5° S 80° W 17°
20152,N 83° E 24° S 14° W 8°
20153,N 75° E 82° S 22° W 66°
20154,N 26° E 59° S 68° W 14°
20155,N 14° E 40° S 29° W 61°
20156,N 23° E 56° S 59° W 4°
20157,N 35° E 31° S 21° W 27°
20158,N 16° E 24° S 39° W 83°
20159,N 45° E 62° S 15° W 66°
20160,N 59° E 82° S 88° W 20°
20161,N 88° E 46° S 19° W 84°
20162,N 70° E 5° S 32° W 26°
20163,N 85° E 49° S 89° W 70°
20164,N 64° E 88° S 80° W 87°
20165,N 74° E 3° S 24° W 24°
20166,N 6° E 11° S 21° W 21°
20167,N 61° E 28° S 81° W 88°
20168,N 62° E 28° S 65° W 34°
20169,N 8° E 39° S 19° W 30°
20170,N 73° E 35° S 85° W 11°
20171,N 86° E 6° S 9° W 16°
20172,N 72° E 45° S 77° W 69°
20173,N 15° E 27° S 34° W 65°
20174,N 58° E 49° S 7° W 53°
20175,N 69° E 30° S 77° W 65°
20176,N 76° E 14° S 86° W 35°
20177,N 41° E 67° S 45° W 73°
20178,N 65° E 56° S 86° W 55°
20179,N 14° E 77° S 84° W 76°
20180,N 29° E 38° S 18° W 21°
20181,N 33° E 23° S 83° W 49°
20182,N 82° E 45° S 22° W 74°
20183,N 59° E 78° S 23° W 50°
20184,N 16° E 58° S 7° W 3°
20185,N 4° E 89° S 29° W 61°
20186,N 85° E 7° S 89° W 74°
20187,N 15° E 51° S 72° W 55°
20188,N 35° E 23° S 21° W 67°
20189,N 0° E 41° S 8° W 35°
20190,N 28° E 15° S 28° W 58°
20191,N 45° E 18° S 77° W 80°
20192,N 76° E 22° S 69° W 67°
20193,N 11° E 5° S 41° W 59°
20194,N 58° E 41° S 34° W 70°
20195,N 52° E 48° S 6° W 73°
20196,N 80° E 71° S 47° W 14°
20197,N 40° E 55° S 38° W 63°
20198,N 60° E 82° S 44° W 85°
20199,N 22° E 18° S 33° W 72°
20200,N 42° E 51° S 76° W 66°
20201,N 65° E 42° S 82° W 43°
20202,N 24° E 34° S 68° W 33°
20203,N 66° E 64° S 76° W 48°
20204,N 54° E 15° S 27° W 63°
20205,N 67° E 22° S 68° W 51°
20206,N 80° E 57° S 61° W 68°
20207,N 4° E 78° S 75° W 40°
20208,N 43° E 30° S 10° W 3°
20209,N 53° E 67° S 53° W 2°
20210,N 83° E 58° S 29° W 68°
20211,N 69° E 87° S 5° W 10°
20212,N 43° E 39° S 62° W 6°
20213,N 61° E 75° S 18° W 86°
20214,N 58° E 85° S 77° W 12°
20215,N 3° E 36° S 48° W 46°
20216,N 78° E 0° S 52° W 77°
20217,N 43° E 42° S 44° W 72°
20218,N 20° E 15° S 48° W 32°
20219,N 16° E 24° S 75° W 86°
20220,N 9° E 68° S 34° W 42°
20221,N 54° E 15° S 34° W 24°
20222,N 72° E 85° S 69° W 49°
20223,N 73° E 4° S 11° W 45°
20224,N 8° E 62° S 46° W 13°
20225,N 36° E 87° S 40° W 60°
20226,N 43° E 23° S 30° W 63°
20227,N 78° E 46° S 70° W 52°
20228,N 59° E 24° S 16° W 37°
20229,N 70° E 3° S 27° W 61°
20230,N 54° E 58° S 32° W 69°
20231,N 36° E 71° S 38° W 23°
20232,N 26° E 86° S 72° W 56°
20233,N 72° E 46° S 21° W 1°
20234,N 60° E 75° S 33° W 34°
20235,N 55° E 76° S 55° W 34°
20236,N 48° E 65° S 27° W 49°
20237,N 12° E 79° S 67° W 58°
20238,N 71° E 77° S 32° W 87°
20239,N 43° E 84° S 80° W 0°
20240,N 23° E 19° S 16° W 1°
20241,N 27° E 41° S 25° W 55°
20242,N 72° E 9° S 54° W 55°
20243,N 37° E 62° S 81° W 32°
20244,N 18° E 7° S 57° W 2°
20245,N 9° E 55° S 53° W 28°
20246,N 20° E 10° S 14° W 71°
20247,N 49° E 70° S 77° W 85°
20248,N 29° E 39° S 46° W 62°
20249,N 36° E 71° S 32° W 46°
20250,N 77° E 29° S 73° W 74°
20251,N 13° E 18° S 31° W 27°
20252,N 44° E 48° S 23° W 55°
20253,N 50° E 48° S 77° W 37°
20254,N 84° E 27° S 7° W 67°
20255,N 73° E 55° S 22° W 74°
20256,N 70° E 40° S 85° W 34°
20257,N 47° E 15° S 20° W 10°
20258,N 80° E 60° S 61° W 33°
20259,N 50° E 18° S 21° W 89°
20260,N 83° E 20° S 46° W 6°
20261,N 43° E 35° S 13° W 17°
20262,N 42° E 64° S 25° W 85°
20263,N 1° E 89° S 39° W 18°
20264,N 13° E 82° S 14° W 6°
20265,N 27° E 27° S 28° W 77°
20266,N 42° E 30° S 34° W 78°
20267,N 88° E 18° S 39° W 25°
20268,N 65° E 73° S 63° W 64°
20269,N 33° E 7° S 42° W 49°
20270,N 73° E 15° S 88° W 77°
20271,N 43° E 43° S 15° W 25°
20272,N 41° E 5° S 23° W 18°
20273,N 31° E 23° S 57° W 87°
20274,N 70° E 20° S 34° W 28°
20275,N 6° E 44° S 62° W 46°
20276,N 24° E 37° S 20° W 71°
20277,N 87° E 64° S 29° W 80°
20278,N 51° E 29° S 56° W 51°
20279,N 61° E 10° S 27° W 7°
20280,N 50° E 22° S 42° W 10°
20281,N 25° E 23° S 62° W 22°
20282,N 37° E 18° S 87° W 6°
20283,N 44° E 29° S 24° W 25°
20284,N 54° E 27° S 22° W 50°
20285,N 4° E 20° S 41° W 86°
20286,N 46° E 5° S 51° W 34°
20287,N 71° E 3° S 36° W 40°
20288,N 34° E 22° S 75° W 51°
20289,N 84° E 20° S 1° W 15°
20290,N 5° E 87° S 57° W 30°
20291,N 38° E 3° S 71° W 3°
20292,N 12° E 16° S 18° W 59°
20293,N 9° E 52° S 71° W 11°
20294,N 15° E 82° S 23° W 59°
20295,N 65° E 37° S 3° W 46°
20296,N 84° E 61° S 76° W 27°
20297,N 48° E 72° S 17° W 9°
20298,N 62° E 81° S 60° W 33°
20299,N 80° E 27° S 69° W 15°
20300,N 12° E 0° S 16° W 14°
20301,N 84° E 53° S 39° W 73°
20302,N 80° E 23° S 19° W 63°
20303,N 41° E 75° S 49° W 56°
20304,N 65° E 11° S 33° W 79°
20305,N 32° E 17° S 3° W 56°
20306,N 37° E 39° S 66° W 8°
20307,N 6° E 89° S 17° W 4°
20308,N 50° E 2° S 15° W 42°
20309,N 13° E 19° S 36° W 46°
20310,N 84° E 8° S 53° W 19°
20311,N 38° E 80° S 65° W 65°
20312,N 89° E 60° S 20° W 19°
20313,N 52° E 13° S 59° W 63°
20314,N 63° E 71° S 70° W 70°
20315,N 3° E 46° S 53° W 40°
20316,N 2° E 10° S 64° W 54°
20317,N 73° E 10° S 52° W 12°
20318,N 23° E 63° S 86° W 47°
20319,N 6° E 37° S 65° W 21°
20320,N 47° E 31° S 7° W 13°
20321,N 40° E 27° S 38° W 31°
20322,N 6° E 47° S 60° W 72°
20323,N 46° E 18° S 47° W 76°
20324,N 64° E 82° S 75° W 0°
20325,N 73° E 26° S 46° W 31°
20326,N 15° E 4° S 87° W 59°
20327,N 15° E 5° S 14° W 77°
20328,N 39° E 63° S 76° W 78°
20329,N 79° E 42° S 78° W 18°
20330,N 42° E 24° S 71° W 76°
20331,N 20° E 17° S 67° W 4°
20332,N 55° E 1° S 9° W 72°
20333,N 78° E 74° S 47° W 11°
20334,N 13° E 47° S 71° W 66°
20335,N 11° E 51° S 44° W 77°
20336,N 54° E 89° S 4° W 57°
20337,N 28° E 78° S 10° W 54°
20338,N 74° E 44° S 28° W 22°
20339,N 41° E 10° S 78° W 47°
20340,N 57° E 66° S 79° W 85°
20341,N 84° E 13° S 87° W 18°
20342,N 20° E 47° S 41° W 80°
20343,N 78° E 59° S 47° W 72°
20344,N 67° E 36° S 28° W 26°
20345,N 56° E 58° S 53° W 2°
20346,N 6° E 34° S 49° W 48°
20347,N 41° E 16° S 76° W 81°
20348,N 35° E 8° S 56° W 88°
20349,N 82° E 23° S 31° W 42°
20350,N 27° E 21° S 78° W 37°
20351,N 63° E 66° S 48° W 31°
20352,N 32° E 64° S 25° W 69°
20353,N 9° E 16° S 81° W 46°
20354,N 63° E 77° S 27° W 9°
20355,N 76° E 29° S 1° W 14°
20356,N 88° E 4° S 36° W 86°
20357,N 9° E 40° S 28° W 27°
20358,N 44° E 82° S 40° W 85°
20359,N 21° E 40° S 3° W 66°
20360,N 61° E 67° S 15° W 75°
20361,N 47° E 83° S 9° W 45°
20362,N 41° E 47° S 51° W 78°
20363,N 11° E 25° S 61° W 56°
20364,N 76° E 9° S 60° W 57°
20365,N 54° E 89° S 0° W 65°
20366,N 82° E 67° S 12° W 61°
20367,N 32° E 60° S 69° W 82°
20368,N 83° E 69° S 39° W 41°
20369,N 32° E 59° S 67° W 2°
20370,N 45° E 33° S 47° W 38°
20371,N 16° E 41° S 2° W 6°
20372,N 42° E 61° S 83° W 37°
20373,N 20° E 51° S 71° W 77°
20374,N 57° E 84° S 37° W 40°
20375,N 33° E 37° S 18° W 42°
